,heading1label,heading1titletext,heading2titletext,marginalnotetext_x,sectionlabel,sectiontext,subsectionlabel,subsectiontext,marginalnotetext_y,paragraphLabel,paragraphText,subparagraphLabel,subparagraphText,clauseLabel,clauseText,subclauseLabel,subclauseText
5820,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Delegated authority to vary restrictions on liberty of accused,672.56,,(2),A person who increases the restrictions on the liberty of the accused significantly pursuant to authority delegated to the person by a Review Board shall,Notice to accused and Review Board of increase in restrictions,(b),"give notice of the increase as soon as is practicable to the accused and, if the increased restrictions remain in force for a period exceeding seven days, to the Review Board.",,,,,,
525,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Warrant of committal,672.57,"Where the court or Review Board makes a disposition under paragraph 672.54(c), it shall issue a warrant of committal of the accused, which may be in Form 49.",,,,,,,,,,,
526,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Treatment disposition,672.58,"Where a verdict of unfit to stand trial is rendered and the court has not made a disposition under section 672.54 in respect of an accused, the court may, on application by the prosecutor, by order, direct that treatment of the accused be carried out for a specified period not exceeding sixty days, subject to such conditions as the court considers appropriate and, where the accused is not detained in custody, direct that the accused submit to that treatment by the person or at the hospital specified.",,,,,,,,,,,
2578,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Criteria for disposition,672.59,,(1),"No disposition may be made under section 672.58 unless the court is satisfied, on the basis of the testimony of a medical practitioner, that a specific treatment should be administered to the accused for the purpose of making the accused fit to stand trial.",,,,,,,,,
5821,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Criteria for disposition,672.59,,(2),"The testimony required by the court for the purposes of subsection (1) shall include a statement that the medical practitioner has made an assessment of the accused and is of the opinion, based on the grounds specified, that",Evidence required,(a),"the accused, at the time of the assessment, was unfit to stand trial;",,,,,,
5822,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Criteria for disposition,672.59,,(2),"The testimony required by the court for the purposes of subsection (1) shall include a statement that the medical practitioner has made an assessment of the accused and is of the opinion, based on the grounds specified, that",Evidence required,(b),the psychiatric treatment and any other related medical treatment specified by the medical practitioner will likely make the accused fit to stand trial within a period not exceeding sixty days and that without that treatment the accused is likely to remain unfit to stand trial;,,,,,,
5823,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Criteria for disposition,672.59,,(2),"The testimony required by the court for the purposes of subsection (1) shall include a statement that the medical practitioner has made an assessment of the accused and is of the opinion, based on the grounds specified, that",Evidence required,(c),the risk of harm to the accused from the psychiatric and other related medical treatment specified is not disproportionate to the benefit anticipated to be derived from it; and,,,,,,
5824,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Criteria for disposition,672.59,,(2),"The testimony required by the court for the purposes of subsection (1) shall include a statement that the medical practitioner has made an assessment of the accused and is of the opinion, based on the grounds specified, that",Evidence required,(d),"the psychiatric and other related medical treatment specified is the least restrictive and least intrusive treatment that could, in the circumstances, be specified for the purpose referred to in subsection (1), considering the opinions referred to in paragraphs (b) and (c).",,,,,,
2579,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Notice required,672.6,,(1),"The court shall not make a disposition under section 672.58 unless the prosecutor notifies the accused, in writing and as soon as practicable, of the application.",,,,,,,,,
2580,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Notice required,672.6,,(2),"On receiving the notice referred to in subsection (1), the accused may challenge the application and adduce evidence for that purpose.",,,,,,,,,
2581,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Exception,672.61,,(1),"The court shall not direct, and no disposition made under section 672.58 shall include, the performance of psychosurgery or electro-convulsive therapy or any other prohibited treatment that is prescribed.",,,,,,,,,
2582,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Exception,672.61,,(2),"In this section,",,,,,,,,,
5825,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Consent of hospital required for treatment,672.62,,(1),No court shall make a disposition under section 672.58 without the consent of,,(a),the person in charge of the hospital where the accused is to be treated; or,,,,,,
5826,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Consent of hospital required for treatment,672.62,,(1),No court shall make a disposition under section 672.58 without the consent of,,(b),the person to whom responsibility for the treatment of the accused is assigned by the court.,,,,,,
2583,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Consent of hospital required for treatment,672.62,,(2),"The court may direct that treatment of an accused be carried out pursuant to a disposition made under section 672.58 without the consent of the accused or a person who, according to the laws of the province where the disposition is made, is authorized to consent for the accused.",,,,,,,,,
527,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Effective date of disposition,672.63,"A disposition shall come into force on the day on which it is made or on any later day that the court or Review Board specifies in it, and shall remain in force until the Review Board holds a hearing to review the disposition and makes another disposition.",,,,,,,,,,,
5827,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Finding,672.64,,(1),"On application made by the prosecutor before any disposition to discharge an accused absolutely, the court may, at the conclusion of a hearing, find the accused to be a high-risk accused if the accused has been found not criminally responsible on account of mental disorder for a serious personal injury offence, as defined in subsection 672.81(1.3), the accused was 18 years of age or more at the time of the commission of the offence and",,(a),the court is satisfied that there is a substantial likelihood that the accused will use violence that could endanger the life or safety of another person; or,,,,,,
5828,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Finding,672.64,,(1),"On application made by the prosecutor before any disposition to discharge an accused absolutely, the court may, at the conclusion of a hearing, find the accused to be a high-risk accused if the accused has been found not criminally responsible on account of mental disorder for a serious personal injury offence, as defined in subsection 672.81(1.3), the accused was 18 years of age or more at the time of the commission of the offence and",,(b),the court is of the opinion that the acts that constitute the offence were of such a brutal nature as to indicate a risk of grave physical or psychological harm to another person.,,,,,,
5829,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Finding,672.64,,(2),"In deciding whether to find that the accused is a high-risk accused, the court shall consider all relevant evidence, including",Factors to consider,(a),the nature and circumstances of the offence;,,,,,,
5830,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Finding,672.64,,(2),"In deciding whether to find that the accused is a high-risk accused, the court shall consider all relevant evidence, including",Factors to consider,(b),any pattern of repetitive behaviour of which the offence forms a part;,,,,,,
5831,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Finding,672.64,,(2),"In deciding whether to find that the accused is a high-risk accused, the court shall consider all relevant evidence, including",Factors to consider,(c),the accused’s current mental condition;,,,,,,
5832,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Finding,672.64,,(2),"In deciding whether to find that the accused is a high-risk accused, the court shall consider all relevant evidence, including",Factors to consider,(d),"the past and expected course of the accused’s treatment, including the accused’s willingness to follow treatment; and",,,,,,
5833,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Finding,672.64,,(2),"In deciding whether to find that the accused is a high-risk accused, the court shall consider all relevant evidence, including",Factors to consider,(e),the opinions of experts who have examined the accused.,,,,,,
5834,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Finding,672.64,,(3),"If the court finds the accused to be a high-risk accused, the court shall make a disposition under paragraph 672.54(c), but the accused’s detention must not be subject to any condition that would permit the accused to be absent from the hospital unless",Detention of high-risk accused,(a),"it is appropriate, in the opinion of the person in charge of the hospital, for the accused to be absent from the hospital for medical reasons or for any purpose that is necessary for the accused’s treatment, if the accused is escorted by a person who is authorized by the person in charge of the hospital; and",,,,,,
5835,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Finding,672.64,,(3),"If the court finds the accused to be a high-risk accused, the court shall make a disposition under paragraph 672.54(c), but the accused’s detention must not be subject to any condition that would permit the accused to be absent from the hospital unless",Detention of high-risk accused,(b),"a structured plan has been prepared to address any risk related to the accused’s absence and, as a result, that absence will not present an undue risk to the public.",,,,,,
2584,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Finding,672.64,,(4),A decision not to find an accused to be a high-risk accused is deemed to be a disposition for the purpose of sections 672.72 to 672.78.,,,,,,,,,
2585,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Finding,672.64,,(5),"For greater certainty, a finding that an accused is a high-risk accused is a disposition and sections 672.72 to 672.78 apply to it.",,,,,,,,,
2586,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Where court imposes a sentence,672.67,,(1),"Where a court imposes a sentence of imprisonment on an offender who is, or thereby becomes, a dual status offender, that sentence takes precedence over any prior custodial disposition, pending any placement decision by the Review Board.",,,,,,,,,
2587,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Where court imposes a sentence,672.67,,(2),"Where a court imposes a custodial disposition on an accused who is, or thereby becomes, a dual status offender, the disposition takes precedence over any prior sentence of imprisonment pending any placement decision by the Review Board.",,,,,,,,,
2588,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Definition of Minister,672.68,,(1),"In this section and in sections 672.69 and 672.7, Minister means the Minister of Public Safety and Emergency Preparedness or the Minister responsible for correctional services of the province to which a dual status offender may be sent pursuant to a sentence of imprisonment.",,,,,,,,,
2589,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Definition of Minister,672.68,,(2),"On application by the Minister or of its own motion, where the Review Board is of the opinion that the place of custody of a dual status offender pursuant to a sentence or custodial disposition made by the court is inappropriate to meet the mental health needs of the offender or to safeguard the well-being of other persons, the Review Board shall, after giving the offender and the Minister reasonable notice, decide whether to place the offender in custody in a hospital or in a prison.",,,,,,,,,
5836,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Definition of Minister,672.68,,(3),"In making a placement decision, the Review Board shall take into consideration",Idem,(a),the need to protect the public from dangerous persons;,,,,,,
5837,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Definition of Minister,672.68,,(3),"In making a placement decision, the Review Board shall take into consideration",Idem,(b),the treatment needs of the offender and the availability of suitable treatment resources to address those needs;,,,,,,
5838,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Definition of Minister,672.68,,(3),"In making a placement decision, the Review Board shall take into consideration",Idem,(c),whether the offender would consent to or is a suitable candidate for treatment;,,,,,,
5839,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Definition of Minister,672.68,,(3),"In making a placement decision, the Review Board shall take into consideration",Idem,(d),any submissions made to the Review Board by the offender or any other party to the proceedings and any assessment report submitted in writing to the Review Board; and,,,,,,
5840,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Definition of Minister,672.68,,(3),"In making a placement decision, the Review Board shall take into consideration",Idem,(e),any other factors that the Review Board considers relevant.,,,,,,
2590,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Definition of Minister,672.68,,(4),"The Review Board shall make its placement decision as soon as practicable but not later than thirty days after receiving an application from, or giving notice to, the Minister under subsection (2), unless the Review Board and the Minister agree to a longer period not exceeding sixty days.",,,,,,,,,
2591,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Definition of Minister,672.68,,(5),"Where the offender is detained in a prison pursuant to the placement decision of the Review Board, the Minister is responsible for the supervision and control of the offender.",,,,,,,,,
2592,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Minister and Review Board entitled to access,672.69,,(1),"The Minister and the Review Board are entitled to have access to any dual status offender in respect of whom a placement decision has been made, for the purpose of conducting a review of the sentence or disposition imposed.",,,,,,,,,
2593,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Minister and Review Board entitled to access,672.69,,(2),"The Review Board shall hold a hearing as soon as is practicable to review a placement decision, on application by the Minister or the dual status offender who is the subject of the decision, where the Review Board is satisfied that a significant change in circumstances requires it.",,,,,,,,,
2594,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Minister and Review Board entitled to access,672.69,,(3),The Review Board may of its own motion hold a hearing to review a placement decision after giving the Minister and the dual status offender who is subject to it reasonable notice.,,,,,,,,,
2595,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Minister and Review Board entitled to access,672.69,,(4),The Minister shall be a party in any proceedings relating to the placement of a dual status offender.,,,,,,,,,
2596,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Notice of discharge,672.7,,(1),"Where the Minister or the Review Board intends to discharge a dual status offender from custody, each shall give written notice to the other indicating the time, place and conditions of the discharge.",,,,,,,,,
2597,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Notice of discharge,672.7,,(2),"A Review Board that makes a placement decision shall issue a warrant of committal of the accused, which may be in Form 50.",,,,,,,,,
2598,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Detention to count as service of term,672.71,,(1),"Each day of detention of a dual status offender pursuant to a placement decision or a custodial disposition shall be treated as a day of service of the term of imprisonment, and the accused shall be deemed, for all purposes, to be lawfully confined in a prison.",,,,,,,,,
2599,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,Detention to count as service of term,672.71,,(2),"When a dual status offender is convicted or discharged on the conditions set out in a probation order made under section 730 in respect of an offence but is not sentenced to a term of imprisonment, the custodial disposition in respect of the accused comes into force and, notwithstanding subsection 732.2(1), takes precedence over any probation order made in respect of the offence.",,,,,,,,,
528,PART XX.1,Mental Disorder,Dispositions by a Court or Review Board,,672.65 and 672.66,[No sections 672.65 and 672.66],,,,,,,,,,,
2600,PART XX.1,Mental Disorder,Appeals,Grounds for appeal,672.72,,(1),"Any party may appeal against a disposition made by a court or a Review Board, or a placement decision made by a Review Board, to the court of appeal of the province where the disposition or placement decision was made on any ground of appeal that raises a question of law or fact alone or of mixed law and fact.",,,,,,,,,
2601,PART XX.1,Mental Disorder,Appeals,Grounds for appeal,672.72,,(2),"An appellant shall give notice of an appeal against a disposition or placement decision in the manner directed by the applicable rules of court within fifteen days after the day on which the appellant receives a copy of the placement decision or disposition and the reasons for it or within any further time that the court of appeal, or a judge of that court, may direct.",,,,,,,,,
2602,PART XX.1,Mental Disorder,Appeals,Grounds for appeal,672.72,,(3),"The court of appeal shall hear an appeal against a disposition or placement decision in or out of the regular sessions of the court, as soon as practicable after the day on which the notice of appeal is given, within any period that may be fixed by the court of appeal, a judge of the court of appeal, or the rules of that court.",,,,,,,,,
2603,PART XX.1,Mental Disorder,Appeals,Appeal on the transcript,672.73,,(1),An appeal against a disposition by a court or Review Board or placement decision by a Review Board shall be based on a transcript of the proceedings and any other evidence that the court of appeal finds necessary to admit in the interests of justice.,,,,,,,,,
2604,PART XX.1,Mental Disorder,Appeals,Appeal on the transcript,672.73,,(2),"For the purpose of admitting additional evidence under this section, subsections 683(1) and (2) apply, with such modifications as the circumstances require.",,,,,,,,,
2605,PART XX.1,Mental Disorder,Appeals,Notice of appeal to be given to court or Review Board,672.74,,(1),"The clerk of the court of appeal, on receiving notice of an appeal against a disposition or placement decision, shall notify the court or Review Board that made the disposition.",,,,,,,,,
5841,PART XX.1,Mental Disorder,Appeals,Notice of appeal to be given to court or Review Board,672.74,,(2),"On receipt of notification under subsection (1), the court or Review Board shall transmit to the court of appeal, before the time that the appeal is to be heard or within any time that the court of appeal or a judge of that court may direct,",Transmission of records to court of appeal,(a),a copy of the disposition or placement decision;,,,,,,
5842,PART XX.1,Mental Disorder,Appeals,Notice of appeal to be given to court or Review Board,672.74,,(2),"On receipt of notification under subsection (1), the court or Review Board shall transmit to the court of appeal, before the time that the appeal is to be heard or within any time that the court of appeal or a judge of that court may direct,",Transmission of records to court of appeal,(b),all exhibits filed with the court or Review Board or a copy of them; and,,,,,,
5843,PART XX.1,Mental Disorder,Appeals,Notice of appeal to be given to court or Review Board,672.74,,(2),"On receipt of notification under subsection (1), the court or Review Board shall transmit to the court of appeal, before the time that the appeal is to be heard or within any time that the court of appeal or a judge of that court may direct,",Transmission of records to court of appeal,(c),all other material in its possession respecting the hearing.,,,,,,
2606,PART XX.1,Mental Disorder,Appeals,Notice of appeal to be given to court or Review Board,672.74,,(3),The clerk of the court of appeal shall keep the material referred to in subsection (2) with the records of the court of appeal.,,,,,,,,,
2607,PART XX.1,Mental Disorder,Appeals,Notice of appeal to be given to court or Review Board,672.74,,(4),"Unless it is contrary to an order of the court of appeal or any applicable rules of court, the appellant shall provide the court of appeal and the respondent with a transcript of any evidence taken before a court or Review Board by a stenographer or a sound recording apparatus, certified by the stenographer or in accordance with subsection 540(6), as the case may be.",,,,,,,,,
2608,PART XX.1,Mental Disorder,Appeals,Notice of appeal to be given to court or Review Board,672.74,,(5),An appeal shall not be dismissed by the court of appeal by reason only that a person other than the appellant failed to comply with this section.,,,,,,,,,
529,PART XX.1,Mental Disorder,Appeals,Automatic suspension of certain dispositions,672.75,The filing of a notice of appeal against a disposition made under section 672.58 suspends the application of the disposition pending the determination of the appeal.,,,,,,,,,,,
2609,PART XX.1,Mental Disorder,Appeals,Application respecting dispositions under appeal,672.76,,(1),"Any party who gives notice to each of the other parties, within the time and in the manner prescribed, may apply to a judge of the court of appeal for an order under this section respecting a disposition or placement decision that is under appeal.",,,,,,,,,
5844,PART XX.1,Mental Disorder,Appeals,Application respecting dispositions under appeal,672.76,,(2),"On receipt of an application made pursuant to subsection (1) a judge of the court of appeal may, if satisfied that the mental condition of the accused justifies it,",Discretionary powers respecting suspension of dispositions,(a),"by order, direct that a disposition made under section 672.58 be carried out pending the determination of the appeal, despite section 672.75;",,,,,,
5845,PART XX.1,Mental Disorder,Appeals,Application respecting dispositions under appeal,672.76,,(2),"On receipt of an application made pursuant to subsection (1) a judge of the court of appeal may, if satisfied that the mental condition of the accused justifies it,",Discretionary powers respecting suspension of dispositions,(a.1),"by order, direct that a disposition made under paragraph 672.54(a) be suspended pending the determination of the appeal;",,,,,,
5846,PART XX.1,Mental Disorder,Appeals,Application respecting dispositions under appeal,672.76,,(2),"On receipt of an application made pursuant to subsection (1) a judge of the court of appeal may, if satisfied that the mental condition of the accused justifies it,",Discretionary powers respecting suspension of dispositions,(b),"by order, direct that the application of a placement decision or a disposition made under paragraph 672.54(b) or (c) be suspended pending the determination of the appeal;",,,,,,
5847,PART XX.1,Mental Disorder,Appeals,Application respecting dispositions under appeal,672.76,,(2),"On receipt of an application made pursuant to subsection (1) a judge of the court of appeal may, if satisfied that the mental condition of the accused justifies it,",Discretionary powers respecting suspension of dispositions,(c),"where the application of a disposition is suspended pursuant to section 672.75 or paragraph (b), make any other disposition in respect of the accused that is appropriate in the circumstances, other than a disposition under paragraph 672.54(a) or section 672.58, pending the determination of the appeal;",,,,,,
5848,PART XX.1,Mental Disorder,Appeals,Application respecting dispositions under appeal,672.76,,(2),"On receipt of an application made pursuant to subsection (1) a judge of the court of appeal may, if satisfied that the mental condition of the accused justifies it,",Discretionary powers respecting suspension of dispositions,(d),"where the application of a placement decision is suspended pursuant to an order made under paragraph (b), make any other placement decision that is appropriate in the circumstances, pending the determination of the appeal; and",,,,,,
5849,PART XX.1,Mental Disorder,Appeals,Application respecting dispositions under appeal,672.76,,(2),"On receipt of an application made pursuant to subsection (1) a judge of the court of appeal may, if satisfied that the mental condition of the accused justifies it,",Discretionary powers respecting suspension of dispositions,(e),give any directions that the judge considers necessary for expediting the appeal.,,,,,,
2610,PART XX.1,Mental Disorder,Appeals,Application respecting dispositions under appeal,672.76,,(3),A judge of the court of appeal who makes an order under this section shall send a copy of the order to each of the parties without delay.,,,,,,,,,
530,PART XX.1,Mental Disorder,Appeals,Effect of suspension of disposition,672.77,"Where the application of a disposition or placement decision appealed from is suspended, a disposition, or in the absence of a disposition any order for the interim release or detention of the accused, that was in effect immediately before the disposition or placement decision appealed from took effect, shall be in force pending the determination of the appeal, subject to any disposition made under paragraph 672.76(2)(c).",,,,,,,,,,,
5850,PART XX.1,Mental Disorder,Appeals,Powers of court of appeal,672.78,,(1),"The court of appeal may allow an appeal against a disposition or placement decision and set aside an order made by the court or Review Board, where the court of appeal is of the opinion that",,(a),it is unreasonable or cannot be supported by the evidence;,,,,,,
5851,PART XX.1,Mental Disorder,Appeals,Powers of court of appeal,672.78,,(1),"The court of appeal may allow an appeal against a disposition or placement decision and set aside an order made by the court or Review Board, where the court of appeal is of the opinion that",,(b),it is based on a wrong decision on a question of law; or,,,,,,
5852,PART XX.1,Mental Disorder,Appeals,Powers of court of appeal,672.78,,(1),"The court of appeal may allow an appeal against a disposition or placement decision and set aside an order made by the court or Review Board, where the court of appeal is of the opinion that",,(c),there was a miscarriage of justice.,,,,,,
5853,PART XX.1,Mental Disorder,Appeals,Powers of court of appeal,672.78,,(2),The court of appeal may dismiss an appeal against a disposition or placement decision where the court is of the opinion,Idem,(a),"that paragraphs (1)(a), (b) and (c) do not apply; or",,,,,,
5854,PART XX.1,Mental Disorder,Appeals,Powers of court of appeal,672.78,,(2),The court of appeal may dismiss an appeal against a disposition or placement decision where the court is of the opinion,Idem,(b),"that paragraph (1)(b) may apply, but the court finds that no substantial wrong or miscarriage of justice has occurred.",,,,,,
5855,PART XX.1,Mental Disorder,Appeals,Powers of court of appeal,672.78,,(3),"Where the court of appeal allows an appeal against a disposition or placement decision, it may",Orders that the court may make,(a),make any disposition under section 672.54 or any placement decision that the Review Board could have made;,,,,,,
5856,PART XX.1,Mental Disorder,Appeals,Powers of court of appeal,672.78,,(3),"Where the court of appeal allows an appeal against a disposition or placement decision, it may",Orders that the court may make,(b),"refer the matter back to the court or Review Board for re-hearing, in whole or in part, in accordance with any directions that the court of appeal considers appropriate; or",,,,,,
5857,PART XX.1,Mental Disorder,Appeals,Powers of court of appeal,672.78,,(3),"Where the court of appeal allows an appeal against a disposition or placement decision, it may",Orders that the court may make,(c),make any other order that justice requires.,,,,,,
531,PART XX.1,Mental Disorder,Appeals,,672.79,"[Repealed, 2005, c. 22, s. 26]",,,,,,,,,,,
532,PART XX.1,Mental Disorder,Appeals,,672.8,"[Repealed, 2005, c. 22, s. 26]",,,,,,,,,,,
2611,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(1),"A Review Board shall hold a hearing not later than twelve months after making a disposition and every twelve months thereafter for as long as the disposition remains in force, to review any disposition that it has made in respect of an accused, other than an absolute discharge under paragraph 672.54(a).",,,,,,,,,
2612,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(1.1),"Despite subsection (1), the Review Board may extend the time for holding a hearing to a maximum of twenty-four months after the making or reviewing of a disposition if the accused is represented by counsel and the accused and the Attorney General consent to the extension.",,,,,,,,,
5858,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(1.2),"Despite subsection (1), at the conclusion of a hearing under this section the Review Board may, after making a disposition, extend the time for holding a subsequent hearing under this section to a maximum of twenty-four months if",Extension for serious personal violence offence,(a),the accused has been found not crimi­nally responsible for a serious personal injury offence;,,,,,,
5859,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(1.2),"Despite subsection (1), at the conclusion of a hearing under this section the Review Board may, after making a disposition, extend the time for holding a subsequent hearing under this section to a maximum of twenty-four months if",Extension for serious personal violence offence,(b),the accused is subject to a disposition made under paragraph 672.54(c); and,,,,,,
5860,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(1.2),"Despite subsection (1), at the conclusion of a hearing under this section the Review Board may, after making a disposition, extend the time for holding a subsequent hearing under this section to a maximum of twenty-four months if",Extension for serious personal violence offence,(c),"the Review Board is satisfied on the basis of any relevant information, including disposition information within the meaning of subsection 672.51(1) and an assessment report made under an assessment ordered under paragraph 672.121(a), that the condition of the accused is not likely to improve and that detention remains necessary for the period of the extension.",,,,,,
6905,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(1.3),"For the purposes of subsection (1.2), serious personal injury offence means",Definition of serious personal injury offence,(a),an indictable offence involving,(i),"the use or attempted use of violence against another person, or",,,,
6906,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(1.3),"For the purposes of subsection (1.2), serious personal injury offence means",Definition of serious personal injury offence,(a),an indictable offence involving,(ii),conduct endangering or likely to endanger the life or safety of another person or inflicting or likely to inflict severe psychological damage upon another person; or,,,,
5861,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(1.3),"For the purposes of subsection (1.2), serious personal injury offence means",Definition of serious personal injury offence,(b),"an indictable offence referred to in section 151, 152, 153, 153.1, 155, 160, 170, 171, 172, 271, 272 or 273 or an attempt to commit such an offence.",,,,,,
2613,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(1.31),"Despite subsections (1) to (1.2), the Review Board may extend the time for holding a hearing in respect of a high-risk accused to a maximum of 36 months after making or reviewing a disposition if the accused is represented by counsel and the accused and the Attorney General consent to the extension.",,,,,,,,,
2614,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(1.32),"Despite subsections (1) to (1.2), at the conclusion of a hearing under subsection 672.47(4) or this section in respect of a high-risk accused, the Review Board may, after making a disposition, extend the time for holding a subsequent hearing under this section to a maximum of 36 months if the Review Board is satisfied on the basis of any relevant information, including disposition information as defined in subsection 672.51(1) and an assessment report made under an assessment ordered under paragraph 672.121(c), that the accused’s condition is not likely to improve and that detention remains necessary for the period of the extension.",,,,,,,,,
2615,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(1.4),"If the Review Board extends the time for holding a hearing under subsection (1.2) or (1.32), it shall provide notice of the extension to the accused, the prosecutor and the person in charge of the hospital where the accused is detained.",,,,,,,,,
2616,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(1.5),A decision by the Review Board to extend the time for holding a hearing under subsection (1.2) or (1.32) is deemed to be a disposition for the purpose of sections 672.72 to 672.78.,,,,,,,,,
2617,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(2),The Review Board shall hold a hearing to review any disposition made under paragraph 672.54(b) or (c) as soon as practicable after receiving notice that the person in charge of the place where the accused is detained or directed to attend requests the review.,,,,,,,,,
2618,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(2.1),"The Review Board shall hold a hearing to review a decision to significantly increase the restrictions on the liberty of the accused, as soon as practicable after receiving the notice referred to in subsection 672.56(2).",,,,,,,,,
2619,PART XX.1,Mental Disorder,Review of Dispositions,Mandatory review of dispositions,672.81,,(3),"Where an accused is detained in custody pursuant to a disposition made under paragraph 672.54(c) and a sentence of imprisonment is subsequently imposed on the accused in respect of another offence, the Review Board shall hold a hearing to review the disposition as soon as is practicable after receiving notice of that sentence.",,,,,,,,,
2620,PART XX.1,Mental Disorder,Review of Dispositions,Discretionary review,672.82,,(1),"A Review Board may hold a hearing to review any of its dispositions at any time, of its own motion or at the request of the accused or any other party.",,,,,,,,,
2621,PART XX.1,Mental Disorder,Review of Dispositions,Discretionary review,672.82,,(1.1),"Where a Review Board holds a hearing under subsection (1) of its own motion, it shall provide notice to the prosecutor, the accused and any other party.",,,,,,,,,
2622,PART XX.1,Mental Disorder,Review of Dispositions,Discretionary review,672.82,,(2),"Where a party requests a review of a disposition under this section, the party is deemed to abandon any appeal against the disposition taken under section 672.72.",,,,,,,,,
2623,PART XX.1,Mental Disorder,Review of Dispositions,Disposition by Review Board,672.83,,(1),"At a hearing held pursuant to section 672.81 or 672.82, the Review Board shall, except where a determination is made under subsection 672.48(1) that the accused is fit to stand trial, review the disposition made in respect of the accused and make any other disposition that the Review Board considers to be appropriate in the circumstances.",,,,,,,,,
2624,PART XX.1,Mental Disorder,Review of Dispositions,Disposition by Review Board,672.83,,(2),"[Repealed, 2005, c. 22, s. 29]",,,,,,,,,
